"last_purchase","max_discount","shoe_spend","apparell_spend","acc_spend","custserv_calls","churn","acc_purchasers","promo_purchaser","shoe_orders","apparel_orders","acc_orders","gender","ecommShopper","bhShopper","state","area_code","phone"
60.5,0.45,212.8,"117.4",140,1,0,0,1,2,2,4,"Female",TRUE,FALSE,"MS",408,"402-8930"
35,0.21,297.4,"181.9",50,3,0,0,1,2,2,2,"Male",TRUE,TRUE,"ID",510,"363-5819"
60.5,0.27,318.7,"199.2",92,7,0,0,1,3,2,3,"Female",FALSE,TRUE,"KY",408,"392-1616"
104,0,325.8,"228.1",58,1,0,0,0,3,3,2,"Male",FALSE,TRUE,"ND",415,"361-4137"
82,0,242.9,"137.3",152,0,0,0,0,2,2,5,"Male",FALSE,TRUE,"KS",415,"383-8807"
55.5,0,271.2,"181.2",102,1,0,0,0,2,2,3,"Female",TRUE,TRUE,"MO",408,"412-9190"
49,0,294.6,"108.1",33,1,0,0,0,2,2,1,"Female",FALSE,TRUE,"WY",408,"405-6559"
72.5,0,252.2,"165.6",51,1,0,0,0,2,2,2,"Female",FALSE,TRUE,"ND",510,"347-9737"
76.5,0,205.2,"183.9",71,1,0,0,0,2,2,2,"Male",FALSE,FALSE,"NH",408,"393-7322"
100.5,0,368.9,"202.2",58,1,1,0,0,3,2,2,"Male",TRUE,TRUE,"NV",415,"352-5466"
77.5,0.28,255.6,"207.3",98,2,0,0,1,2,2,3,"Male",TRUE,TRUE,"NE",408,"396-2187"
58,0,289.3,"155.7",100,2,0,0,0,2,2,3,"Male",FALSE,TRUE,"WV",510,"413-6769"
58,0,204.6,"210.9",88,2,0,0,0,2,2,3,"Male",FALSE,FALSE,"OH",408,"396-9462"
21.5,0,193.2,"103.2",112,1,0,0,0,2,2,4,"Female",FALSE,TRUE,"AL",408,"408-2119"
75.5,0,195.7,"230.6",94,2,1,1,0,2,3,3,"Male",TRUE,TRUE,"ME",415,"376-8573"
26.5,0.26,181.7,"115.9",99,1,0,0,1,1,2,3,"Male",FALSE,TRUE,"RI",415,"361-1315"
49,0,289.2,"284.9",161,1,1,0,0,2,3,5,"Female",FALSE,FALSE,"AR",415,"332-5820"
114,0,200.2,"122.5",84,2,0,0,0,2,2,3,"Male",FALSE,FALSE,"MO",415,"417-9814"
88.5,0,266.3,"122.8",75,1,0,0,0,2,2,3,"Male",FALSE,FALSE,"MT",510,"407-2750"
81.5,0,214.8,"246.3",109,2,0,0,0,2,3,3,"Female",TRUE,TRUE,"MA",510,"329-2918"
88.5,0.26,319.9,"213.2",54,2,0,0,1,3,3,2,"Male",TRUE,TRUE,"ME",408,"378-4145"
103,0,256.4,"137.4",140,3,0,0,0,2,2,4,"Male",TRUE,TRUE,"MI",415,"386-1131"
109.5,0,214,"101",86,2,1,0,0,2,2,3,"Male",FALSE,TRUE,"DC",408,"369-3626"
71.5,0.29,278.6,"145.9",89,1,0,0,1,2,2,3,"Male",FALSE,FALSE,"AK",415,"394-5202"
64,0,275.6,"123.1",110,0,0,0,0,2,2,3,"Male",FALSE,TRUE,"AK",415,"349-1756"
91.5,0,317.7,"191.1",124,2,0,0,0,3,2,4,"Male",FALSE,TRUE,"MT",408,"360-1852"
113.5,0,270.6,"139.5",109,0,0,0,0,2,2,3,"Male",FALSE,TRUE,"VA",510,"368-2583"
71,0,255.7,"178.6",88,1,0,0,0,2,2,3,"Male",FALSE,TRUE,"MI",510,"350-2832"
58,0,326.7,"151.8",33,0,0,0,0,3,2,1,"Male",FALSE,TRUE,"FL",415,"344-9302"
74.5,0,271.1,"194.6",130,1,0,0,0,2,2,4,"Female",TRUE,TRUE,"CT",415,"337-9303"
47,0,307.5,"215.4",100,3,1,0,0,3,3,3,"Female",FALSE,TRUE,"OR",415,"331-1391"
56.5,0,336.8,"207.2",87,4,1,0,0,3,2,3,"Male",FALSE,TRUE,"CO",408,"349-3005"
45.5,0,226.4,"133.6",118,1,0,0,0,2,2,4,"Male",FALSE,TRUE,"WA",510,"337-4403"
31.5,0,208.5,"159.3",88,3,0,0,0,2,2,3,"Male",TRUE,FALSE,"OK",415,"402-7372"
115,0,285.4,"181.2",136,2,0,0,0,2,2,4,"Male",FALSE,FALSE,"MA",408,"411-4293"
64.5,0.25,194,"260",116,1,0,0,1,2,3,4,"Female",FALSE,TRUE,"SD",415,"386-3823"
66,0,314.8,"a",116,0,1,0,0,3,2,4,"Female",FALSE,TRUE,"CA",408,"329-9067"
100,0,149.2,"50.8",108,1,0,0,0,1,1,3,"Female",TRUE,TRUE,"NC",415,"334-7685"
48,0,274.4,"102.5",113,2,0,0,0,2,2,4,"Male",FALSE,FALSE,"DE",510,"400-2203"
71.5,0,172,"75.7",128,4,1,0,0,1,1,4,"Female",FALSE,TRUE,"FL",510,"420-7823"
84.5,0.27,219.1,"165.3",132,4,0,0,1,2,2,4,"Male",FALSE,TRUE,"IL",510,"398-5954"
55.5,0,182.6,"184",88,1,0,0,0,2,2,3,"Male",FALSE,TRUE,"MA",415,"405-6298"
69.5,0,290.9,"132.8",101,1,0,0,0,2,2,3,"Male",TRUE,FALSE,"WV",415,"354-7820"
47.5,0.25,295.7,"203.8",135,3,0,0,1,2,2,4,"Male",FALSE,FALSE,"IL",408,"395-9270"
103.5,0,182.1,"205.4",90,0,0,0,0,2,2,3,"Female",FALSE,FALSE,"IA",510,"385-3540"
69,0,338.8,"259.7",58,2,1,0,0,3,3,2,"Female",FALSE,FALSE,"FL",415,"358-2490"
90,0,272.6,"199",133,1,0,0,0,2,2,4,"Male",FALSE,TRUE,"NM",510,"405-8753"
75.5,0,314.4,"181.5",91,0,0,0,0,3,2,3,"Male",TRUE,FALSE,"CA",408,"355-9324"
70,0.31,172.7,"158.9",89,0,0,0,1,1,2,3,"Female",FALSE,TRUE,"DC",510,"386-2317"
104,0,244.2,"253.3",58,2,0,0,0,2,3,2,"Male",FALSE,FALSE,"OK",415,"362-4159"
84,0.24,290.5,"152",94,3,0,0,1,2,2,3,"Male",FALSE,FALSE,"ND",408,"396-4171"
75.5,0,320.8,"112.7",117,0,0,1,0,3,2,4,"Male",FALSE,TRUE,"PA",415,"409-2917"
72,0.31,309.1,"173.4",77,3,0,0,1,3,2,3,"Female",FALSE,TRUE,"DC",415,"402-5076"
84,0,268.3,"198.9",143,1,0,0,0,2,2,4,"Male",FALSE,FALSE,"NC",408,"406-5003"
32,0,299.5,"134.2",61,1,0,0,0,3,2,2,"Male",FALSE,FALSE,"IL",408,"415-5132"
41,0,170.4,"184.8",78,0,0,0,0,1,2,3,"Female",TRUE,TRUE,"OR",415,"353-7096"
88.5,0,152.6,"232",92,1,0,0,0,1,3,3,"Male",TRUE,FALSE,"OR",408,"348-7409"
57.5,0.32,288.5,"158.8",94,2,1,1,1,2,2,3,"Male",TRUE,TRUE,"SD",510,"413-9269"
74,0,222.3,"167.5",84,2,0,0,0,2,2,3,"Male",TRUE,FALSE,"KY",510,"417-9278"
71.5,0,275.9,"299.3",94,4,0,0,0,2,3,3,"Male",TRUE,FALSE,"IA",408,"378-9478"
50,0.33,206.4,"156.4",77,1,0,0,1,2,2,3,"Male",FALSE,TRUE,"IA",510,"354-6183"
45.5,0,166.2,"111.6",75,2,0,0,0,1,2,3,"Male",TRUE,FALSE,"MO",408,"404-4611"
56,0,177.8,"169.4",101,0,0,0,0,1,2,3,"Female",FALSE,FALSE,"RI",415,"360-1776"
57,0,233.4,"187.1",118,1,0,0,0,2,2,4,"Male",FALSE,FALSE,"NJ",415,"348-9828"
85.5,0,202.6,"113.5",96,2,0,0,0,2,2,3,"Female",FALSE,FALSE,"NC",415,"368-5758"
74.5,0.28,157.7,"97.8",99,3,0,0,1,1,2,3,"Female",FALSE,TRUE,"WV",415,"396-1106"
106,0,162.5,"230.4",70,1,0,0,0,1,3,2,"Male",FALSE,TRUE,"NE",415,"338-9044"
75.5,0,219,"299.8",56,3,1,0,0,2,3,2,"Female",FALSE,TRUE,"MO",415,"405-3916"
54.5,0.38,279.4,"181.7",100,1,0,0,1,2,2,3,"Male",TRUE,TRUE,"HI",415,"342-9394"
105.5,0.31,297.8,"153.5",130,0,0,0,1,2,2,4,"Male",TRUE,TRUE,"OH",415,"401-6977"
81.5,0.22,261.4,"120.3",93,0,0,0,1,2,2,3,"Female",TRUE,TRUE,"TX",510,"384-3904"
79.5,0,255.2,"167.7",98,2,0,0,0,2,2,3,"Male",FALSE,FALSE,"NJ",415,"412-3898"
35.5,0.47,339.9,"156.6",88,1,0,0,1,3,2,3,"Female",FALSE,TRUE,"NC",408,"331-5962"
64,0,187,"190.2",108,2,1,1,0,2,2,3,"Male",TRUE,FALSE,"MN",510,"390-5055"
101,0,274.9,"91.9",96,1,0,0,0,2,2,3,"Male",TRUE,TRUE,"NY",415,"393-9985"
63,0,167.8,"176.7",101,1,0,0,0,1,2,3,"Female",FALSE,TRUE,"NE",415,"354-3436"
58.5,0.23,179.3,"160.3",126,3,0,0,1,1,2,4,"Male",FALSE,FALSE,"SD",415,"386-1548"
66,0,279.3,"178.5",120,1,0,0,0,2,2,4,"Female",FALSE,TRUE,"WV",510,"412-9997"
78,0,305,"104.1",93,0,1,0,0,3,2,3,"Female",FALSE,TRUE,"CT",415,"402-3908"
67,0,235.7,"210.2",114,2,0,0,0,2,2,4,"Male",TRUE,TRUE,"AR",510,"377-9092"
58,0,245.9,"179.5",74,2,0,1,0,2,2,2,"Male",TRUE,TRUE,"NE",510,"348-5567"
76,0.24,158.5,"153.4",99,0,0,1,1,1,2,3,"Female",FALSE,TRUE,"FL",510,"387-9855"
57,0,272,"124.9",134,3,0,0,0,2,2,4,"Male",TRUE,TRUE,"VA",408,"384-2632"
60,0,190.5,"98.9",63,4,1,1,0,2,2,2,"Male",FALSE,FALSE,"MS",415,"388-8948"
61.5,0.28,280.8,"255.2",69,1,0,0,1,2,3,2,"Female",FALSE,TRUE,"WA",408,"344-9620"
33,0,240.7,"138.6",146,1,0,0,0,2,2,4,"Female",TRUE,TRUE,"WY",415,"380-9063"
34.5,0,257.1,"139.9",114,1,0,0,0,2,2,4,"Male",TRUE,TRUE,"ID",408,"359-5893"
50,0,198.4,"193.9",102,1,0,0,0,2,2,3,"Male",TRUE,TRUE,"WA",510,"362-3107"
95,0,270.1,"130.5",107,3,0,0,0,2,2,3,"Male",TRUE,FALSE,"PA",415,"340-3011"
80.5,0.33,202.8,"205.5",110,2,0,0,1,2,2,3,"Female",FALSE,TRUE,"AZ",415,"413-6380"
54.5,0,270.3,"210.5",50,1,0,0,0,2,2,2,"Male",FALSE,FALSE,"PA",408,"408-8650"
78,0.33,190,"205.3",102,2,0,0,1,2,2,3,"Male",FALSE,TRUE,"SD",415,"330-1627"
86,0.31,180.4,"187.4",131,1,0,0,1,1,2,4,"Male",TRUE,TRUE,"MD",415,"386-3766"
47.5,0.26,309.9,"88",152,2,0,0,1,3,1,5,"Male",FALSE,TRUE,"WV",415,"391-7937"
48,0,339,"201.8",62,0,1,0,0,3,2,2,"Male",FALSE,TRUE,"MD",408,"376-4292"
61.5,0,277.1,"179.4",53,1,1,0,0,2,2,2,"Female",TRUE,FALSE,"MS",408,"355-6291"
59.5,0,196.8,"254.3",113,1,0,0,0,2,3,4,"Male",FALSE,FALSE,"CT",415,"332-3642"
61.5,0,243.4,"138.3",93,1,0,0,0,2,2,3,"Male",TRUE,TRUE,"AK",415,"366-6991"
74,0,214.2,"230.7",81,1,0,0,0,2,3,3,"Male",TRUE,FALSE,"MN",415,"401-7803"
82.5,0,258.1,"142.1",102,0,0,0,0,2,2,3,"Male",FALSE,TRUE,"UT",415,"390-9698"
63,0.25,281,"194.1",118,0,0,0,1,2,2,4,"Male",FALSE,TRUE,"KS",510,"385-3263"
47.5,0.26,223.7,"130.5",99,1,0,0,1,2,2,3,"Male",FALSE,TRUE,"IN",415,"371-2418"
52,0.31,268.5,"170.3",134,1,1,1,1,2,2,4,"Male",TRUE,TRUE,"TX",510,"388-2240"
82.5,0,173.6,"179.9",79,1,1,0,0,1,2,3,"Male",FALSE,TRUE,"MS",408,"361-7283"
83.5,0,268.6,"131.7",84,0,0,0,0,2,2,3,"Male",FALSE,FALSE,"GA",408,"361-4910"
83.5,0,194.7,"147.5",75,5,1,0,0,2,2,3,"Male",FALSE,FALSE,"MO",510,"418-7055"
67,0,274.1,"175",78,2,0,1,0,2,2,3,"Male",FALSE,FALSE,"NC",510,"361-9839"
74.5,0,150.9,"196.7",156,0,0,0,0,1,2,5,"Male",TRUE,FALSE,"WV",415,"353-2080"
45,0,293.9,"130.7",125,0,0,0,0,2,2,4,"Female",FALSE,FALSE,"FL",415,"399-8846"
93.5,0,227.3,"119.1",148,4,1,0,0,2,2,4,"Male",FALSE,TRUE,"CT",415,"406-3069"
69,0,258.7,"153.2",108,1,0,0,0,2,2,3,"Male",FALSE,TRUE,"NM",415,"362-7870"
91.5,0,163.2,"150.5",93,2,0,0,0,1,2,3,"Male",TRUE,TRUE,"AZ",415,"366-2212"
39,0,274.4,"243.8",128,0,0,0,0,2,3,4,"Male",TRUE,TRUE,"OH",510,"378-8567"
56.5,0,241.3,"171",113,1,0,0,0,2,2,4,"Male",FALSE,TRUE,"ME",408,"387-6031"
60,0,276,"187",98,3,0,0,0,2,2,3,"Male",FALSE,TRUE,"DC",415,"406-8599"
71.5,0,135.8,"185.6",95,6,1,0,0,1,2,3,"Male",FALSE,TRUE,"WA",408,"382-4932"
72,0,200.7,"178.4",88,7,1,0,0,2,2,3,"Female",TRUE,TRUE,"HI",408,"413-9328"
120,0,204,"220.7",61,4,0,0,0,2,3,2,"Male",TRUE,TRUE,"HI",408,"355-2872"
60,0.32,277.3,"221.5",66,3,0,0,1,2,3,2,"Female",TRUE,TRUE,"LA",510,"352-4182"
38.5,0,246.4,"223.8",116,1,0,0,0,2,3,4,"Male",FALSE,TRUE,"HI",408,"377-9473"
81,0,292.4,"181.5",119,0,0,1,0,2,2,4,"Male",TRUE,FALSE,"DC",510,"385-7861"
73,0,209.2,"196.7",138,3,0,0,0,2,2,4,"Female",FALSE,TRUE,"TX",510,"351-6384"
69.5,0,195.5,"101.2",130,0,0,0,0,2,2,4,"Female",TRUE,TRUE,"KY",415,"330-5255"
88,0.36,180.6,"207.7",99,2,0,0,1,1,2,3,"Female",FALSE,TRUE,"NY",408,"405-2888"
76.5,0,244.1,"160.6",106,3,0,0,0,2,2,3,"Female",FALSE,TRUE,"AZ",415,"387-6103"
112.5,0,338.6,"84.6",82,1,0,0,0,3,1,3,"Female",FALSE,TRUE,"MD",408,"347-7898"
79.5,0.35,272.5,"171",75,4,0,0,1,2,2,3,"Male",FALSE,FALSE,"MO",415,"406-8665"
91,0,262.3,"234.5",90,1,0,0,0,2,3,3,"Female",FALSE,TRUE,"MN",415,"409-8802"
80,0,324.7,"122.7",102,0,0,0,0,3,2,3,"Male",TRUE,TRUE,"RI",510,"357-2294"
80.5,0,365.3,"151",117,0,1,0,0,3,2,4,"Male",TRUE,TRUE,"DC",415,"374-5353"
85.5,0,272.8,"165.7",131,0,0,0,0,2,2,4,"Female",TRUE,TRUE,"SC",415,"415-2641"
64.5,0.36,374.9,"170.3",142,1,0,0,1,3,2,4,"Female",FALSE,TRUE,"SD",415,"351-7369"
54.5,0.32,145.3,"169.9",166,0,0,0,1,1,2,5,"Male",TRUE,TRUE,"CT",408,"377-3876"
85,0,305.3,"132.5",119,0,0,0,0,3,2,4,"Male",TRUE,TRUE,"WV",415,"370-8786"
82.5,0.13,346.2,"148.2",64,2,0,0,1,3,2,2,"Male",FALSE,TRUE,"MS",415,"410-5236"
62.5,0,254.3,"203.5",100,2,0,0,0,2,2,3,"Male",FALSE,TRUE,"VA",408,"421-9034"
83.5,0,208.7,"143.1",58,1,0,0,0,2,2,2,"Male",TRUE,TRUE,"AK",415,"404-1931"
49,0,194.4,"155.4",11,2,0,0,0,2,2,1,"Male",FALSE,FALSE,"WV",415,"383-3375"
65,0,197.1,"217.5",69,3,0,0,0,2,3,2,"Male",FALSE,TRUE,"NJ",408,"421-7270"
56.5,0,328.7,"156.5",183,1,1,0,0,3,2,5,"Female",TRUE,TRUE,"ID",415,"358-3692"
51,0,325.2,"149.2",72,3,0,0,0,3,2,2,"Male",TRUE,TRUE,"VA",415,"333-7749"
91.5,0,245.3,"178",128,2,0,0,0,2,2,4,"Male",TRUE,TRUE,"NH",415,"405-1370"
52.5,0.33,220.2,"238.3",97,3,0,0,1,2,3,3,"Male",FALSE,TRUE,"OK",510,"406-5532"
85.5,0,242.1,"154.7",80,1,0,0,0,2,2,3,"Female",FALSE,FALSE,"KY",408,"407-9290"
67.5,0,138.8,"113.4",109,2,0,0,0,1,2,3,"Male",FALSE,TRUE,"KY",408,"376-4665"
70.5,0,307.2,"203.2",62,3,0,0,0,3,2,2,"Male",TRUE,FALSE,"MI",510,"381-2726"
53.5,0.21,244.4,"151.1",95,2,0,0,1,2,2,3,"Female",FALSE,TRUE,"NV",415,"416-5261"
84,0,174,"229.3",133,4,1,0,0,1,3,4,"Male",FALSE,FALSE,"PA",510,"353-9998"
85,0,240.4,"218.1",122,0,0,0,0,2,3,4,"Male",TRUE,FALSE,"AZ",415,"328-1522"
77,0,194.2,"184.1",103,5,1,0,0,2,2,3,"Female",FALSE,FALSE,"AL",510,"347-2016"
110.5,0.23,247.1,"134.6",127,3,0,0,1,2,2,4,"Male",FALSE,TRUE,"CO",510,"327-1319"
72.5,0,226,"160.9",121,4,0,0,0,2,2,4,"Male",FALSE,TRUE,"AL",408,"383-1509"
62,0,224.1,"201.3",88,5,1,0,0,2,2,3,"Male",TRUE,TRUE,"ID",415,"398-1294"
67,0.35,295.5,"235.8",106,5,0,0,1,2,3,3,"Female",FALSE,TRUE,"GA",510,"328-9315"
77.5,0,213.2,"278.7",64,2,0,0,0,2,3,2,"Male",FALSE,FALSE,"KY",415,"405-8075"
82,0,285.9,"162.2",122,1,0,0,0,2,2,4,"Female",FALSE,FALSE,"MI",510,"337-9569"
95.5,0.32,195.1,"217.2",135,2,0,0,1,2,3,4,"Male",TRUE,TRUE,"MN",415,"376-4271"
98.5,0.34,256.4,"331.8",72,1,0,0,1,2,3,2,"Female",FALSE,FALSE,"IN",415,"368-9751"
56,0,218.4,"168.5",104,0,0,0,0,2,2,3,"Female",TRUE,TRUE,"AL",510,"366-4225"
66,0,359.7,"264.6",108,1,1,0,0,3,3,3,"Male",FALSE,FALSE,"MS",408,"345-3787"
62,0,174.2,"123.1",98,2,0,0,0,1,2,3,"Female",TRUE,TRUE,"FL",415,"345-7117"
74,0,193.6,"186.2",63,6,1,0,0,2,2,2,"Male",FALSE,FALSE,"NC",408,"384-3413"
72,0,211.7,"244",89,3,0,0,0,2,3,3,"Male",FALSE,FALSE,"CT",415,"363-8824"
93,0.29,344.9,"193.1",130,1,0,0,1,3,2,4,"Female",FALSE,TRUE,"KY",415,"344-4691"
61.5,0.31,218.5,"189.1",114,0,0,0,1,2,2,4,"Male",FALSE,TRUE,"FL",415,"348-3444"
40.5,0,114.2,"113.9",121,1,0,0,0,1,2,4,"Male",FALSE,TRUE,"CT",408,"363-3763"
78,0,263.3,"157",166,2,0,0,0,2,2,5,"Male",FALSE,TRUE,"MI",415,"405-4303"
59,0,294.3,"147.4",120,1,0,0,0,2,2,4,"Male",FALSE,TRUE,"OK",408,"355-7251"
59,0,202.1,"179.8",86,1,0,0,0,2,2,3,"Male",FALSE,TRUE,"MD",408,"349-6464"
93,0.3,299.5,"165.2",114,2,0,1,1,3,2,4,"Male",FALSE,FALSE,"GA",408,"410-3782"
67,0,219.8,"257.7",59,3,0,0,0,2,3,2,"Male",FALSE,FALSE,"MT",510,"415-9649"
89,0,272.7,"187.5",80,1,0,0,0,2,2,3,"Male",FALSE,TRUE,"IN",408,"336-4960"
75.5,0,241.3,"63.4",96,2,0,0,0,2,1,3,"Male",FALSE,TRUE,"OK",510,"411-8140"
47,0,240.4,"167.4",97,2,0,0,0,2,2,3,"Female",FALSE,TRUE,"ND",408,"372-9852"
61.5,0.27,218.5,"164",102,5,0,0,1,2,2,3,"Female",TRUE,TRUE,"CO",510,"328-8147"
47.5,0,243.3,"252.6",114,1,0,0,0,2,3,4,"Male",FALSE,TRUE,"NE",415,"382-2879"
74.5,0,246.3,"152.4",67,0,0,0,0,2,2,2,"Male",FALSE,TRUE,"OH",415,"393-5208"
48.5,0,174,"235.8",126,1,0,0,0,1,3,4,"Male",FALSE,TRUE,"WY",408,"348-3581"
94.5,0.39,182.6,"129.2",113,2,0,0,1,2,2,4,"Male",FALSE,TRUE,"CO",510,"360-1643"
70,0,255.9,"196.6",78,2,0,0,0,2,2,3,"Female",TRUE,TRUE,"AK",510,"359-9454"
77.5,0,203.3,"206",96,3,0,0,0,2,2,3,"Male",FALSE,TRUE,"TX",510,"414-4803"
41.5,0,241.2,"166",92,1,0,0,0,2,2,3,"Female",FALSE,TRUE,"NV",415,"333-3531"
82,0,287.3,"116.2",89,3,0,0,0,2,2,3,"Male",TRUE,TRUE,"WV",415,"359-6931"
71.5,0,180.9,"81.3",71,1,0,0,0,1,1,2,"Male",FALSE,TRUE,"SC",510,"348-8022"
91,0.2,319.4,"131.7",105,0,0,0,1,3,2,3,"Female",FALSE,TRUE,"AL",415,"399-4094"
56,0.36,279.2,"131.7",95,3,0,0,1,2,2,3,"Male",FALSE,TRUE,"NE",408,"331-4902"
72.5,0.23,310.5,"262.7",108,1,0,1,1,3,3,3,"Male",FALSE,FALSE,"MS",415,"336-7155"
45,0,224.5,"245.5",101,1,1,0,0,2,3,3,"Male",FALSE,TRUE,"WI",510,"349-3112"
36.5,0,350.7,"137.5",87,1,1,0,0,3,2,3,"Female",FALSE,TRUE,"UT",415,"397-6542"
63.5,0,229.6,"240.6",80,0,0,0,0,2,3,3,"Male",FALSE,TRUE,"IL",510,"360-7477"
87,0,248.4,"207.6",90,3,0,0,0,2,2,3,"Male",FALSE,TRUE,"AL",415,"389-4278"
87.5,0.3,187.9,"203.5",96,2,0,0,1,2,2,3,"Male",FALSE,FALSE,"ID",510,"403-9199"
86.5,0,279.8,"101",94,3,0,0,0,2,2,3,"Female",FALSE,TRUE,"WV",415,"402-2072"
68.5,0.26,335.3,"185.2",144,1,1,1,1,3,2,4,"Male",FALSE,FALSE,"WY",415,"338-6018"
101.5,0.41,213.1,"139.5",62,2,0,0,1,2,2,2,"Female",FALSE,FALSE,"WA",415,"352-8305"
92,0.27,192.4,"73.3",91,0,0,0,1,2,1,3,"Male",FALSE,FALSE,"MS",408,"415-9553"
78,0.3,327.8,"185.8",78,0,0,0,1,3,2,3,"Male",FALSE,TRUE,"PA",408,"329-1410"
99.5,0,353.8,"145.9",95,0,1,0,0,3,2,3,"Male",TRUE,TRUE,"OK",408,"358-7165"
99,0,276.3,"135.7",133,1,0,0,0,2,2,4,"Male",FALSE,TRUE,"IA",415,"399-5763"
95,0,210.1,"203.7",79,2,0,0,0,2,2,3,"Female",FALSE,TRUE,"LA",415,"370-8023"
68,0.3,263.9,"177",126,3,0,0,1,2,2,4,"Male",TRUE,TRUE,"MS",510,"352-6282"
101.5,0,285.8,"235.7",64,0,0,1,0,2,3,2,"Male",FALSE,TRUE,"CT",510,"361-1900"
78,0,270.2,"69.5",134,1,0,0,0,2,1,4,"Female",FALSE,FALSE,"OK",415,"386-8118"
60.5,0,245,"115",115,2,0,0,0,2,2,4,"Male",FALSE,FALSE,"NC",415,"366-7069"
89.5,0,239.5,"150.2",107,2,0,0,0,2,2,3,"Female",FALSE,TRUE,"SD",415,"395-6758"
82.5,0,140,"218.7",95,3,0,0,0,1,3,3,"Male",TRUE,TRUE,"NV",408,"345-3451"
93.5,0,156.1,"149.3",119,2,0,0,0,1,2,4,"Male",FALSE,TRUE,"OH",408,"349-2654"
116,0,208.4,"259.4",97,2,0,0,0,2,3,3,"Female",TRUE,TRUE,"NY",415,"401-4650"
72,0,256.2,"133.9",141,1,0,0,0,2,2,4,"Female",FALSE,TRUE,"KS",415,"407-1896"
51,0.32,387.4,"253.2",67,1,1,0,1,3,3,2,"Male",TRUE,TRUE,"NH",415,"402-3370"
58,0.25,238,"215.8",48,0,0,0,1,2,3,2,"Female",TRUE,TRUE,"VA",408,"414-1246"
78.5,0.39,326.2,"184.2",127,2,0,0,1,3,2,4,"Male",FALSE,FALSE,"MS",510,"382-4084"
76.5,0.24,136.2,"151.6",129,1,0,0,1,1,2,4,"Male",FALSE,TRUE,"FL",415,"353-5257"
26.5,0,234.4,"223.5",89,1,0,0,0,2,3,3,"Male",FALSE,FALSE,"ND",415,"391-5442"
97.5,0,214.2,"131.9",83,3,0,0,0,2,2,3,"Male",FALSE,TRUE,"WA",510,"328-1373"
71.5,0,178.3,"167.9",117,4,1,0,0,1,2,4,"Female",FALSE,FALSE,"MT",415,"341-4873"
62,0,189.3,"177.1",148,0,0,0,0,2,2,4,"Male",FALSE,TRUE,"CO",408,"368-6174"
47,0,241.2,"115",57,0,0,1,0,2,2,2,"Male",FALSE,TRUE,"OR",415,"332-9460"
89,0,223.8,"158.5",98,2,0,0,0,2,2,3,"Male",TRUE,FALSE,"CO",510,"407-5056"
67.5,0,266.1,"140.7",116,3,0,0,0,2,2,4,"Male",FALSE,TRUE,"IN",415,"358-2046"
82.5,0,258.4,"86.9",93,2,0,0,0,2,1,3,"Male",TRUE,TRUE,"OH",408,"368-8555"
88,0,217.5,"222.4",49,2,0,0,0,2,3,2,"Male",FALSE,FALSE,"WV",510,"373-8895"
102,0,252.2,"84.7",132,1,0,0,0,2,1,4,"Male",FALSE,TRUE,"TN",408,"364-8731"
72.5,0,201.1,"126.3",101,2,0,0,0,2,2,3,"Male",TRUE,TRUE,"LA",408,"352-9050"
67,0,265.1,"270.9",119,0,0,0,0,2,3,4,"Male",FALSE,TRUE,"MO",415,"389-4695"
33,0,292.8,"131.8",80,1,0,0,0,2,2,3,"Male",TRUE,TRUE,"WV",408,"376-9716"
41,0,362.9,"208.1",89,1,1,0,0,3,2,3,"Male",TRUE,TRUE,"SC",510,"343-2592"
48,0.33,316.5,"204.1",104,3,0,0,1,3,2,3,"Male",TRUE,TRUE,"NY",510,"421-7205"
11,0.24,245.5,"194.1",24,0,0,0,1,2,2,1,"Female",FALSE,FALSE,"SD",510,"365-2192"
43,0,305.2,"123",102,2,0,0,0,3,2,3,"Female",FALSE,TRUE,"MT",408,"417-3257"
53,0,308.4,"91.2",122,0,0,0,0,3,1,4,"Female",FALSE,TRUE,"NJ",415,"358-1921"
76.5,0.27,221.7,"206.5",126,2,0,0,1,2,2,4,"Male",FALSE,TRUE,"TX",408,"328-8179"
86.5,0,297.8,"273.4",129,0,1,0,0,2,3,4,"Male",FALSE,TRUE,"TX",415,"341-8719"
43,0.3,259.3,"213.2",71,1,0,0,1,2,3,2,"Male",FALSE,FALSE,"OR",510,"334-1311"
47.5,0.11,317.9,"254.3",123,1,0,0,1,3,3,4,"Female",FALSE,FALSE,"DC",415,"378-2940"
97,0,184.4,"243.3",124,2,0,0,0,2,3,4,"Male",FALSE,TRUE,"OR",510,"376-4519"
68,0,306.9,"96.9",117,0,0,0,0,3,2,4,"Male",TRUE,FALSE,"MD",415,"350-2384"
103,0,286,"174.5",68,4,0,0,0,2,2,2,"Female",TRUE,TRUE,"TN",415,"413-2238"
33,0,254.5,"146.3",142,1,0,0,0,2,2,4,"Male",FALSE,TRUE,"ND",408,"384-9033"
76.5,0,213.2,"190.4",92,4,1,1,0,2,2,3,"Male",FALSE,TRUE,"WA",415,"374-9576"
47.5,0,218.6,"232.1",98,2,0,0,0,2,3,3,"Male",FALSE,TRUE,"NM",408,"348-6008"
84.5,0.25,299.4,"235.9",137,0,0,0,1,3,3,4,"Female",FALSE,TRUE,"TN",415,"400-4344"
